video,prompt,negative_prompt
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000126.mp4,"A video showing the process of folding a towel, demonstration 127",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000127.mp4,"A video showing the process of folding a towel, demonstration 128",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000128.mp4,"A video showing the process of folding a towel, demonstration 129",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000129.mp4,"A video showing the process of folding a towel, demonstration 130",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000130.mp4,"A video showing the process of folding a towel, demonstration 131",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000131.mp4,"A video showing the process of folding a towel, demonstration 132",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000132.mp4,"A video showing the process of folding a towel, demonstration 133",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000133.mp4,"A video showing the process of folding a towel, demonstration 134",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000134.mp4,"A video showing the process of folding a towel, demonstration 135",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000135.mp4,"A video showing the process of folding a towel, demonstration 136",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000136.mp4,"A video showing the process of folding a towel, demonstration 137",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000137.mp4,"A video showing the process of folding a towel, demonstration 138",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000138.mp4,"A video showing the process of folding a towel, demonstration 139",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000139.mp4,"A video showing the process of folding a towel, demonstration 140",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000140.mp4,"A video showing the process of folding a towel, demonstration 141",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000141.mp4,"A video showing the process of folding a towel, demonstration 142",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000142.mp4,"A video showing the process of folding a towel, demonstration 143",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000143.mp4,"A video showing the process of folding a towel, demonstration 144",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000144.mp4,"A video showing the process of folding a towel, demonstration 145",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000145.mp4,"A video showing the process of folding a towel, demonstration 146",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000146.mp4,"A video showing the process of folding a towel, demonstration 147",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000147.mp4,"A video showing the process of folding a towel, demonstration 148",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000148.mp4,"A video showing the process of folding a towel, demonstration 149",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000149.mp4,"A video showing the process of folding a towel, demonstration 150",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000150.mp4,"A video showing the process of folding a towel, demonstration 151",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000151.mp4,"A video showing the process of folding a towel, demonstration 152",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000152.mp4,"A video showing the process of folding a towel, demonstration 153",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000153.mp4,"A video showing the process of folding a towel, demonstration 154",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000154.mp4,"A video showing the process of folding a towel, demonstration 155",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000155.mp4,"A video showing the process of folding a towel, demonstration 156",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000156.mp4,"A video showing the process of folding a towel, demonstration 157",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000157.mp4,"A video showing the process of folding a towel, demonstration 158",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000158.mp4,"A video showing the process of folding a towel, demonstration 159",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000159.mp4,"A video showing the process of folding a towel, demonstration 160",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000160.mp4,"A video showing the process of folding a towel, demonstration 161",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000161.mp4,"A video showing the process of folding a towel, demonstration 162",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000162.mp4,"A video showing the process of folding a towel, demonstration 163",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000163.mp4,"A video showing the process of folding a towel, demonstration 164",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000164.mp4,"A video showing the process of folding a towel, demonstration 165",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000165.mp4,"A video showing the process of folding a towel, demonstration 166",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000166.mp4,"A video showing the process of folding a towel, demonstration 167",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000167.mp4,"A video showing the process of folding a towel, demonstration 168",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000168.mp4,"A video showing the process of folding a towel, demonstration 169",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000169.mp4,"A video showing the process of folding a towel, demonstration 170",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000170.mp4,"A video showing the process of folding a towel, demonstration 171",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000171.mp4,"A video showing the process of folding a towel, demonstration 172",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000172.mp4,"A video showing the process of folding a towel, demonstration 173",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000173.mp4,"A video showing the process of folding a towel, demonstration 174",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000174.mp4,"A video showing the process of folding a towel, demonstration 175",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000175.mp4,"A video showing the process of folding a towel, demonstration 176",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000176.mp4,"A video showing the process of folding a towel, demonstration 177",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000177.mp4,"A video showing the process of folding a towel, demonstration 178",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000178.mp4,"A video showing the process of folding a towel, demonstration 179",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000179.mp4,"A video showing the process of folding a towel, demonstration 180",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000180.mp4,"A video showing the process of folding a towel, demonstration 181",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000181.mp4,"A video showing the process of folding a towel, demonstration 182",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000182.mp4,"A video showing the process of folding a towel, demonstration 183",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000183.mp4,"A video showing the process of folding a towel, demonstration 184",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000184.mp4,"A video showing the process of folding a towel, demonstration 185",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000185.mp4,"A video showing the process of folding a towel, demonstration 186",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000186.mp4,"A video showing the process of folding a towel, demonstration 187",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000187.mp4,"A video showing the process of folding a towel, demonstration 188",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000188.mp4,"A video showing the process of folding a towel, demonstration 189",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000189.mp4,"A video showing the process of folding a towel, demonstration 190",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000190.mp4,"A video showing the process of folding a towel, demonstration 191",
